arm,layer,tanh_alpha
xsa,5,0.044831324368715286
xsa,5,0.03212900832295418
xsa,5,0.02254689484834671
xsa,5,0.02380911260843277
xsa,5,0.047154080122709274
xsa,5,0.0362468883395195
xsa,5,0.03245328739285469
xsa,6,0.03860484063625336
xsa,6,0.045016855001449585
xsa,6,0.033624645322561264
xsa,6,0.05714403837919235
xsa,6,0.012582625262439251
xsa,6,0.0428573377430439
xsa,6,0.030294615775346756
xsa,6,0.06285347789525986
xsa,6,0.010991022922098637
xsa,6,0.045370712876319885
xsa,6,0.029893260449171066
xsa,6,0.045213256031274796
xsa,6,0.04801351577043533
xsa,6,0.009094555862247944
xsa,6,0.06388407200574875
xsa,6,0.035566531121730804
xsa,6,0.03811269998550415
xsa,6,0.04470444470643997
xsa,6,0.005709492601454258
xsa,6,0.03128062188625336
xsa,6,0.025631731376051903
xsa,6,0.020316829904913902
xsa,6,0.019567597657442093
xsa,6,0.0384841114282608
xsa,6,0.023075230419635773
xsa,6,0.03318971395492554
xsa,6,0.020454324781894684
xsa,6,0.026213888078927994
xsa,6,0.03548535332083702
xsa,6,0.014536724425852299
xsa,6,0.0391119122505188
xsa,6,0.023757029324769974
xsa,6,0.022472474724054337
xsa,6,0.04656662046909332
xsa,6,0.033429741859436035
xsa,6,0.038840241730213165
xsa,6,0.013101821765303612
xsa,6,0.006502851378172636
xsa,6,0.017070529982447624
xsa,6,0.02861621230840683
xsa,6,0.044567808508872986
xsa,6,0.016538109630346298
xsa,6,0.021321387961506844
xsa,6,0.019892975687980652
xsa,6,0.06118607148528099
xsa,6,0.03737908974289894
xsa,6,0.038052670657634735
xsa,6,0.044834211468696594
xsa,6,0.05273173749446869
xsa,6,0.033330004662275314
xsa,6,0.045796893537044525
xsa,6,0.06984426826238632
xsa,6,0.05279829353094101
xsa,6,0.008463488891720772
xsa,6,0.03828077390789986
xsa,6,0.018709363415837288
xsa,6,0.026530597358942032
xsa,6,0.049701590090990067
xsa,6,0.020714497193694115
xsa,6,0.025178400799632072
xsa,6,0.004920116625726223
xsa,6,0.027424395084381104
xsa,6,0.05476688966155052
xsa,6,0.019985781982541084
xsa,7,0.030913744121789932
xsa,7,0.029695527628064156
xsa,7,0.03413425758481026
xsa,7,0.05511676147580147
xsa,7,-0.0032801940105855465
xsa,7,0.0209503136575222
xsa,7,0.022834468632936478
xsa,7,0.010129835456609726
xsa,7,0.02302532270550728
xsa,7,0.032344553619623184
xsa,7,0.03544318303465843
xsa,7,0.04674631357192993
xsa,7,0.0006979161989875138
xsa,7,0.037817832082509995
xsa,7,0.011206443421542645
xsa,7,0.04424192011356354
xsa,7,0.05264337733387947
xsa,7,0.014192617498338223
xsa,7,0.0444720983505249
xsa,7,0.057219646871089935
xsa,7,0.05718320235610008
xsa,7,0.04726053774356842
xsa,7,0.010959627106785774
xsa,7,0.02266637235879898
xsa,7,0.030892925336956978
xsa,7,0.048823386430740356
xsa,7,0.028765175491571426
xsa,7,0.03908029943704605
xsa,7,0.050574857741594315
xsa,7,0.020666955038905144
xsa,7,0.01236013788729906
xsa,7,0.0523245707154274
xsa,7,0.029881272464990616
xsa,7,0.02363329380750656
xsa,7,0.030471283942461014
xsa,7,0.00842859223484993
xsa,7,0.0554959699511528
xsa,7,0.037368182092905045
xsa,7,0.007916600443422794
xsa,7,0.032599929720163345
xsa,7,0.053461600095033646
xsa,7,0.009526204317808151
xsa,7,0.03042030520737171
xsa,7,0.052278969436883926
xsa,7,0.044407445937395096
xsa,7,0.043572183698415756
xsa,7,0.05829441547393799
xsa,7,0.03874494880437851
xsa,7,0.055374473333358765
xsa,7,0.025767387822270393
xsa,7,0.05585813894867897
xsa,7,0.043357305228710175
xsa,7,0.022395918145775795
xsa,7,0.04454818740487099
xsa,7,0.018316764384508133
xsa,7,0.025656724348664284
xsa,7,0.054167259484529495
xsa,7,0.04807102680206299
xsa,7,0.0423678383231163
xsa,7,0.02189597673714161
xsa,7,0.036944665014743805
xsa,7,0.02867768332362175
xsa,7,0.01633285917341709
xsa,7,0.003816345939412713
random,0,0.026344330981373787
random,0,0.02275438979268074
random,0,0.03912810981273651
random,0,0.02925417385995388
random,0,0.028808943927288055
random,0,0.022213049232959747
random,0,0.018643798306584358
random,0,0.0206103827804327
random,0,0.029471250250935555
random,0,0.040715597569942474
random,0,0.029330609366297722
random,0,0.026372969150543213
random,0,0.024347208440303802
random,0,0.021380914375185966
random,0,0.017420006915926933
random,0,0.027525676414370537
random,0,0.017780223861336708
random,0,0.020360242575407028
random,0,0.022779887542128563
random,0,0.020540889352560043
random,0,0.025227811187505722
random,0,0.02423311397433281
random,0,0.019345706328749657
random,0,0.023023048415780067
random,0,0.02531084418296814
random,0,0.017675479874014854
random,0,0.029232122004032135
random,0,0.02491169050335884
random,0,0.02222592569887638
random,0,0.020264005288481712
random,0,0.018120883032679558
random,0,0.02349194325506687
random,0,0.03708901256322861
random,0,0.025232931599020958
random,0,0.030846092849969864
random,0,0.032024282962083817
random,0,0.030752068385481834
random,0,0.018748903647065163
random,0,0.012213959358632565
random,0,0.026089077815413475
